@relation kdd

@attribute attribution1 numeric
@attribute attribution2 numeric
@attribute attribution3 numeric
@attribute attribution4 numeric
@attribute attribution5 numeric
@attribute attribution6 numeric
@attribute attribution7 numeric
@attribute attribution8 numeric
@attribute attribution9 numeric
@attribute attribution10 numeric
@attribute attribution11 numeric
@attribute attribution12 numeric
@attribute attribution13 numeric
@attribute attribution14 numeric
@attribute class {0, 1}

@data
5.0,41.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
4.0,31.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
4.0,31.0,25.0,25.0,27.0,26.0,26.0,0.0,22.0,15.5,3.0,26.0,26.0,0.0,1
3.0,25.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
4.0,32.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
1.0,6.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
2.0,20.0,25.0,25.0,27.0,26.0,26.0,0.0,22.5,15.5,2.5,26.0,26.0,0.0,1
3.0,16.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
3.0,21.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
4.0,32.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
5.0,34.0,25.0,25.0,30.0,26.0,26.0,0.0,25.0,19.0,1.5,26.0,26.0,0.0,1
4.0,33.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
4.0,32.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
4.0,31.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
4.0,33.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
5.0,40.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,1
5.0,41.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,31.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
1.0,6.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,31.0,25.0,25.0,27.0,26.0,26.0,0.0,22.0,15.5,3.0,26.0,26.0,0.0,0
2.0,17.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
3.0,25.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,32.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
1.0,6.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
1.0,6.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
2.0,20.0,25.0,25.0,27.0,26.0,26.0,0.0,22.5,15.5,2.5,26.0,26.0,0.0,0
3.0,16.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
3.0,21.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,32.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,33.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,32.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,31.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
4.0,33.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
5.0,40.0,25.0,25.0,0.0,26.0,26.0,0.0,25.0,25.0,0.0,26.0,26.0,0.0,0
2.0,38.0,18.0,18.0,13.0,50.0,50.0,14.0,13.5,11.5,4.5,27.0,25.5,23.0,1
2.0,38.0,18.0,18.0,13.0,50.0,50.0,0.0,13.5,11.5,4.5,50.0,50.0,0.0,1
3.0,66.0,18.0,18.0,13.0,50.0,50.0,0.0,14.5,12.5,3.5,50.0,50.0,0.0,1
1.0,24.0,18.0,18.0,13.0,50.0,50.0,0.0,14.5,12.5,3.5,50.0,50.0,0.0,1
3.0,66.0,18.0,18.0,13.0,50.0,50.0,0.0,14.5,12.5,3.5,50.0,50.0,0.0,1
3.0,66.0,18.0,18.0,13.0,50.0,50.0,0.0,14.5,12.5,3.5,50.0,50.0,0.0,1
3.0,23.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,23.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,23.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,42.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
1.0,12.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,42.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,19.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,41.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,19.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
1.0,12.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,42.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
1.0,12.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
4.0,46.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
1.0,12.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,19.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
4.0,45.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
4.0,45.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
1.0,12.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,23.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,41.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
1.0,12.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
1.0,12.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,37.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,41.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
3.0,42.0,18.0,18.0,0.0,50.0,50.0,0.0,18.0,18.0,0.0,50.0,50.0,0.0,0
2.0,26.0,15.0,15.0,14.0,32.0,32.0,0.0,13.0,12.5,2.0,32.0,32.0,0.0,1
3.0,40.0,15.0,15.0,20.0,32.0,32.0,65.0,14.5,11.0,2.0,32.0,32.0,15.5,1
3.0,39.0,15.0,15.0,17.0,32.0,32.0,77.0,15.0,15.0,0.0,32.0,32.0,21.5,1
2.0,37.0,15.0,15.0,17.0,32.0,32.0,65.0,15.0,15.0,0.0,32.0,32.0,15.5,1
2.0,37.0,15.0,15.0,17.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,1
2.0,37.0,15.0,15.0,20.0,32.0,32.0,65.0,14.5,11.0,2.0,32.0,32.0,15.5,1
2.0,19.0,15.0,15.0,0.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,0
3.0,22.0,15.0,15.0,0.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,0
3.0,22.0,15.0,15.0,0.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,0
2.0,19.0,15.0,15.0,0.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,0
3.0,22.0,15.0,15.0,0.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,0
3.0,20.0,15.0,15.0,0.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,0
3.0,20.0,15.0,15.0,0.0,32.0,32.0,0.0,15.0,15.0,0.0,32.0,32.0,0.0,0
3.0,160.0,16.0,16.0,18.0,25.0,25.0,105.0,16.0,16.0,0.0,25.0,25.0,39.0,1
1.0,148.0,16.0,16.0,18.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,0.0,11.0,10.5,5.0,25.0,25.0,0.0,1
2.0,152.0,16.0,16.0,14.0,25.0,25.0,0.0,11.0,10.5,5.0,25.0,25.0,0.0,1
2.0,158.0,16.0,16.0,18.0,25.0,25.0,67.0,16.0,16.0,0.0,25.0,25.0,20.0,1
3.0,170.0,16.0,16.0,14.0,25.0,25.0,0.0,13.5,13.0,2.5,25.0,25.0,0.0,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,0.0,13.5,13.0,2.5,25.0,25.0,0.0,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,0.0,11.0,10.5,5.0,25.0,25.0,0.0,1
3.0,160.0,16.0,16.0,18.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,1
2.0,158.0,16.0,16.0,18.0,25.0,25.0,120.0,16.0,16.0,0.0,25.0,25.0,46.5,1
1.0,148.0,16.0,16.0,10.0,25.0,25.0,0.0,12.0,11.5,4.0,25.0,25.0,0.0,1
2.0,158.0,16.0,16.0,18.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,1
2.0,152.0,16.0,16.0,14.0,25.0,25.0,0.0,11.0,10.5,5.0,25.0,25.0,0.0,1
2.0,164.0,16.0,16.0,14.0,25.0,25.0,129.0,13.5,13.0,2.5,25.0,25.0,51.0,1
2.0,158.0,16.0,16.0,18.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,1
2.0,164.0,16.0,16.0,14.0,25.0,25.0,57.0,13.5,13.0,2.5,21.0,18.0,19.5,1
2.0,164.0,16.0,16.0,13.0,25.0,25.0,0.0,10.5,9.0,5.5,25.0,25.0,0.0,1
1.0,148.0,16.0,16.0,17.0,25.0,25.0,104.0,15.5,12.0,0.5,25.0,25.0,38.5,1
2.0,156.0,16.0,16.0,18.0,25.0,25.0,116.0,16.0,16.0,0.0,25.0,25.0,44.5,1
3.0,170.0,16.0,16.0,14.0,25.0,25.0,0.0,11.0,10.5,5.0,25.0,25.0,0.0,1
2.0,152.0,16.0,16.0,18.0,25.0,25.0,84.0,16.0,16.0,0.0,25.0,25.0,28.5,1
2.0,156.0,16.0,16.0,18.0,25.0,25.0,123.0,16.0,16.0,0.0,25.0,25.0,48.0,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,71.0,13.5,13.0,2.5,25.0,25.0,22.0,1
2.0,156.0,16.0,16.0,14.0,25.0,25.0,72.0,13.5,13.0,2.5,25.0,25.0,22.5,1
1.0,148.0,16.0,16.0,13.0,25.0,25.0,116.0,13.0,11.5,3.0,25.0,25.0,44.5,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,96.0,13.5,13.0,2.5,25.0,25.0,34.5,1
1.0,148.0,16.0,16.0,18.0,25.0,25.0,0.0,11.0,10.5,5.0,25.0,25.0,0.0,1
2.0,158.0,16.0,16.0,18.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,0.0,13.5,13.0,2.5,25.0,25.0,0.0,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,0.0,11.0,10.5,5.0,25.0,25.0,0.0,1
2.0,156.0,16.0,16.0,17.0,25.0,25.0,0.0,15.5,12.0,0.5,25.0,25.0,0.0,1
3.0,160.0,16.0,16.0,14.0,25.0,25.0,0.0,13.5,13.0,2.5,25.0,25.0,0.0,1
3.0,172.0,16.0,16.0,18.0,25.0,25.0,116.0,16.0,16.0,0.0,25.0,25.0,44.5,1
1.0,148.0,16.0,16.0,14.0,25.0,25.0,0.0,13.5,13.0,2.5,25.0,25.0,0.0,1
1.0,148.0,16.0,16.0,10.0,25.0,25.0,0.0,9.5,9.0,6.5,25.0,25.0,0.0,1
3.0,170.0,16.0,16.0,14.0,25.0,25.0,0.0,13.5,13.0,2.5,25.0,25.0,0.0,1
2.0,164.0,16.0,16.0,14.0,25.0,25.0,0.0,13.5,13.0,2.5,25.0,25.0,0.0,1
1.0,74.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
1.0,74.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
1.0,74.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
1.0,74.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
1.0,74.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
1.0,74.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
2.0,89.0,16.0,16.0,0.0,25.0,25.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,0
5.0,20.0,11.0,11.0,13.0,15.0,15.0,91.0,11.0,11.0,0.0,13.0,8.5,39.0,1
3.0,16.0,11.0,11.0,13.0,15.0,15.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,1
3.0,8.0,11.0,11.0,0.0,15.0,15.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,0
1.0,4.0,11.0,11.0,0.0,15.0,15.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,0
2.0,5.0,11.0,11.0,0.0,15.0,15.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,0
2.0,7.0,11.0,11.0,0.0,15.0,15.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,0
2.0,5.0,11.0,11.0,0.0,15.0,15.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,0
3.0,8.0,11.0,11.0,0.0,15.0,15.0,0.0,11.0,11.0,0.0,15.0,15.0,0.0,0
3.0,52.0,12.0,12.0,14.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,1
2.0,92.0,12.0,12.0,14.0,23.0,23.0,51.0,12.0,12.0,0.0,23.0,23.0,13.0,1
3.0,52.0,12.0,12.0,14.0,23.0,23.0,72.0,12.0,12.0,0.0,17.5,13.0,29.0,1
4.0,60.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,1
2.0,48.0,12.0,12.0,14.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,1
3.0,52.0,12.0,12.0,14.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,1
3.0,98.0,12.0,12.0,14.0,23.0,23.0,107.0,12.0,12.0,0.0,23.0,23.0,41.0,1
3.0,98.0,12.0,12.0,14.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,1
4.0,60.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,1
4.0,106.0,12.0,12.0,14.0,23.0,23.0,78.0,12.0,12.0,0.0,23.0,23.0,26.5,1
3.0,98.0,12.0,12.0,14.0,23.0,23.0,64.0,12.0,12.0,0.0,19.5,16.5,23.0,1
4.0,106.0,12.0,12.0,14.0,23.0,23.0,16.0,12.0,12.0,0.0,14.5,12.5,9.5,1
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,54.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
4.0,60.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,54.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,54.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
4.0,60.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,50.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,50.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,54.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
4.0,60.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,54.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
3.0,54.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
4.0,60.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
1.0,20.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,44.0,12.0,12.0,0.0,23.0,23.0,0.0,12.0,12.0,0.0,23.0,23.0,0.0,0
2.0,125.0,19.0,19.0,21.0,42.0,42.0,66.0,19.0,19.0,0.0,38.5,31.5,15.5,1
4.0,161.0,19.0,19.0,21.0,42.0,42.0,61.0,19.0,19.0,0.0,36.0,29.0,15.5,1
2.0,125.0,19.0,19.0,17.0,42.0,42.0,0.0,16.5,16.0,2.5,42.0,42.0,0.0,1
5.0,141.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
2.0,100.0,19.0,19.0,21.0,42.0,42.0,110.0,19.0,19.0,0.0,41.5,39.0,33.5,1
3.0,99.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
4.0,140.0,19.0,19.0,21.0,42.0,42.0,80.0,19.0,19.0,0.0,39.0,39.0,24.0,1
4.0,129.0,19.0,19.0,21.0,42.0,42.0,66.0,19.0,19.0,0.0,38.5,31.5,15.5,1
6.0,146.0,19.0,19.0,21.0,42.0,42.0,102.0,19.0,19.0,0.0,40.5,39.0,30.5,1
3.0,150.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
3.0,150.0,19.0,19.0,21.0,42.0,42.0,73.0,19.0,19.0,0.0,42.0,39.0,14.5,1
2.0,125.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
4.0,161.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
3.0,150.0,19.0,19.0,21.0,42.0,42.0,67.0,19.0,19.0,0.0,42.0,39.0,11.5,1
2.0,113.0,19.0,19.0,21.0,42.0,42.0,50.0,19.0,19.0,0.0,27.0,22.0,21.0,1
2.0,125.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
3.0,150.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
2.0,125.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
4.0,161.0,19.0,19.0,21.0,42.0,42.0,43.0,19.0,19.0,0.0,29.5,24.5,18.0,1
4.0,161.0,19.0,19.0,21.0,42.0,42.0,22.0,19.0,19.0,0.0,31.0,31.0,11.0,1
3.0,125.0,19.0,19.0,21.0,42.0,42.0,22.0,19.0,19.0,0.0,26.0,22.0,16.5,1
3.0,125.0,19.0,19.0,21.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,1
1.0,44.0,19.0,19.0,0.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,0
1.0,44.0,19.0,19.0,0.0,42.0,42.0,0.0,19.0,19.0,0.0,42.0,42.0,0.0,0
3.0,71.0,17.0,17.0,19.0,0.0,0.0,79.0,17.0,17.0,0.0,0.0,0.0,79.0,1
1.0,20.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
2.0,66.0,17.0,17.0,19.0,0.0,0.0,70.0,17.0,17.0,0.0,0.0,0.0,70.0,1
4.0,78.0,17.0,17.0,15.0,0.0,0.0,0.0,14.5,14.0,2.5,0.0,0.0,0.0,1
4.0,58.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
2.0,66.0,17.0,17.0,19.0,0.0,0.0,69.0,17.0,17.0,0.0,0.0,0.0,69.0,1
1.0,20.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
3.0,51.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
4.0,74.0,17.0,17.0,19.0,0.0,0.0,46.0,17.0,17.0,0.0,0.0,0.0,46.0,1
2.0,46.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
4.0,74.0,17.0,17.0,19.0,0.0,0.0,76.0,17.0,17.0,0.0,0.0,0.0,76.0,1
5.0,79.0,17.0,17.0,19.0,0.0,0.0,104.0,17.0,17.0,0.0,0.0,0.0,104.0,1
5.0,62.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
3.0,53.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
2.0,66.0,17.0,17.0,19.0,0.0,0.0,18.0,17.0,17.0,0.0,0.0,0.0,18.0,1
3.0,50.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1
2.0,66.0,17.0,17.0,19.0,0.0,0.0,33.0,17.0,17.0,0.0,0.0,0.0,33.0,1
3.0,51.0,17.0,17.0,19.0,0.0,0.0,64.0,17.0,17.0,0.0,0.0,0.0,64.0,1
